Year,Round,Circuit,TeamName,Abbreviation,QualiPos,GridPosition,ClassifiedPosition,Status,Time
2022,1,Sakhir,Ferrari,LEC,1.0,1.0,1,Finished,0 days 01:37:33.584000
2022,1,Sakhir,Ferrari,SAI,3.0,3.0,2,Finished,0 days 00:00:05.598000
2022,1,Sakhir,Mercedes,HAM,5.0,5.0,3,Finished,0 days 00:00:09.675000
2022,1,Sakhir,Mercedes,RUS,9.0,9.0,4,Finished,0 days 00:00:11.211000
2022,1,Sakhir,Haas F1 Team,MAG,7.0,7.0,5,Finished,0 days 00:00:14.754000
2022,1,Sakhir,Alfa Romeo,BOT,6.0,6.0,6,Finished,0 days 00:00:16.119000
2022,1,Sakhir,Alpine,OCO,11.0,11.0,7,Finished,0 days 00:00:19.423000
2022,1,Sakhir,AlphaTauri,TSU,16.0,16.0,8,Finished,0 days 00:00:20.386000
2022,1,Sakhir,Alpine,ALO,8.0,8.0,9,Finished,0 days 00:00:22.390000
2022,1,Sakhir,Alfa Romeo,ZHO,15.0,15.0,10,Finished,0 days 00:00:23.064000
2022,1,Sakhir,Haas F1 Team,MSC,12.0,12.0,11,Finished,0 days 00:00:32.574000
2022,1,Sakhir,Aston Martin,STR,19.0,19.0,12,Finished,0 days 00:00:45.873000
2022,1,Sakhir,Williams,ALB,14.0,14.0,13,Finished,0 days 00:00:53.932000
2022,1,Sakhir,McLaren,RIC,18.0,18.0,14,Finished,0 days 00:00:54.975000
2022,1,Sakhir,McLaren,NOR,13.0,13.0,15,Finished,0 days 00:00:56.335000
2022,1,Sakhir,Williams,LAT,20.0,20.0,16,Finished,0 days 00:01:01.795000
2022,1,Sakhir,Aston Martin,HUL,17.0,17.0,17,Finished,0 days 00:01:03.829000
2022,1,Sakhir,Red Bull Racing,PER,4.0,4.0,18,Fuel pressure,
2022,1,Sakhir,Red Bull Racing,VER,2.0,2.0,19,Fuel pressure,
2022,1,Sakhir,AlphaTauri,GAS,10.0,10.0,R,Power Unit,
2022,2,Jeddah,Red Bull Racing,VER,4.0,4.0,1,Finished,0 days 01:24:19.293000
2022,2,Jeddah,Ferrari,LEC,2.0,2.0,2,Finished,0 days 00:00:00.549000
2022,2,Jeddah,Ferrari,SAI,3.0,3.0,3,Finished,0 days 00:00:08.097000
2022,2,Jeddah,Red Bull Racing,PER,1.0,1.0,4,Finished,0 days 00:00:10.800000
2022,2,Jeddah,Mercedes,RUS,6.0,6.0,5,Finished,0 days 00:00:32.732000
2022,2,Jeddah,Alpine,OCO,5.0,5.0,6,Finished,0 days 00:00:56.017000
2022,2,Jeddah,McLaren,NOR,11.0,11.0,7,Finished,0 days 00:00:56.124000
2022,2,Jeddah,AlphaTauri,GAS,9.0,9.0,8,Finished,0 days 00:01:02.946000
2022,2,Jeddah,Haas F1 Team,MAG,10.0,10.0,9,Finished,0 days 00:01:04.308000
2022,2,Jeddah,Mercedes,HAM,16.0,15.0,10,Finished,0 days 00:01:13.948000
2022,2,Jeddah,Alfa Romeo,ZHO,13.0,12.0,11,Finished,0 days 00:01:22.215000
2022,2,Jeddah,Aston Martin,HUL,18.0,17.0,12,Finished,0 days 00:01:31.742000
2022,2,Jeddah,Aston Martin,STR,15.0,13.0,13,+1 Lap,
2022,2,Jeddah,Williams,ALB,17.0,16.0,14,Collision damage,
2022,2,Jeddah,Alfa Romeo,BOT,8.0,8.0,R,Cooling system,
2022,2,Jeddah,Alpine,ALO,7.0,7.0,R,Water pump,
2022,2,Jeddah,McLaren,RIC,12.0,14.0,R,Gearbox,
2022,2,Jeddah,Williams,LAT,19.0,18.0,R,Accident,
2022,2,Jeddah,AlphaTauri,TSU,20.0,19.0,R,Power Unit,
2022,2,Jeddah,Haas F1 Team,MSC,14.0,,W,Withdrew,
2022,3,Melbourne,Ferrari,LEC,1.0,1.0,1,Finished,0 days 01:27:46.548000
2022,3,Melbourne,Red Bull Racing,PER,3.0,3.0,2,Finished,0 days 00:00:20.524000
2022,3,Melbourne,Mercedes,RUS,6.0,6.0,3,Finished,0 days 00:00:25.593000
2022,3,Melbourne,Mercedes,HAM,5.0,5.0,4,Finished,0 days 00:00:28.543000
2022,3,Melbourne,McLaren,NOR,4.0,4.0,5,Finished,0 days 00:00:53.303000
2022,3,Melbourne,McLaren,RIC,7.0,7.0,6,Finished,0 days 00:00:53.737000
2022,3,Melbourne,Alpine,OCO,8.0,8.0,7,Finished,0 days 00:01:01.683000
2022,3,Melbourne,Alfa Romeo,BOT,12.0,12.0,8,Finished,0 days 00:01:08.439000
2022,3,Melbourne,AlphaTauri,GAS,11.0,11.0,9,Finished,0 days 00:01:16.221000
2022,3,Melbourne,Williams,ALB,16.0,20.0,10,Finished,0 days 00:01:19.382000
2022,3,Melbourne,Alfa Romeo,ZHO,14.0,14.0,11,Finished,0 days 00:01:21.695000
2022,3,Melbourne,Aston Martin,STR,20.0,19.0,12,Finished,0 days 00:01:28.598000
2022,3,Melbourne,Haas F1 Team,MSC,15.0,15.0,13,+1 Lap,
2022,3,Melbourne,Haas F1 Team,MAG,17.0,16.0,14,+1 Lap,
2022,3,Melbourne,AlphaTauri,TSU,13.0,13.0,15,+1 Lap,
2022,3,Melbourne,Williams,LAT,19.0,18.0,16,+1 Lap,
2022,3,Melbourne,Alpine,ALO,10.0,10.0,17,+1 Lap,
2022,3,Melbourne,Red Bull Racing,VER,2.0,2.0,R,Fuel leak,
2022,3,Melbourne,Aston Martin,VET,18.0,17.0,R,Accident,
2022,3,Melbourne,Ferrari,SAI,9.0,9.0,R,Spun off,
2022,5,Miami,Red Bull Racing,VER,3.0,3.0,1,Finished,0 days 01:34:24.258000
2022,5,Miami,Ferrari,LEC,1.0,1.0,2,Finished,0 days 00:00:03.786000
2022,5,Miami,Ferrari,SAI,2.0,2.0,3,Finished,0 days 00:00:08.229000
2022,5,Miami,Red Bull Racing,PER,4.0,4.0,4,Finished,0 days 00:00:10.638000
2022,5,Miami,Mercedes,RUS,12.0,12.0,5,Finished,0 days 00:00:18.582000
2022,5,Miami,Mercedes,HAM,6.0,6.0,6,Finished,0 days 00:00:21.368000
2022,5,Miami,Alfa Romeo,BOT,5.0,5.0,7,Finished,0 days 00:00:25.073000
2022,5,Miami,Alpine,OCO,20.0,20.0,8,Finished,0 days 00:00:28.386000
2022,5,Miami,Williams,ALB,18.0,18.0,9,Finished,0 days 00:00:32.365000
2022,5,Miami,Aston Martin,STR,10.0,0.0,10,Finished,0 days 00:00:37.026000
2022,5,Miami,Alpine,ALO,11.0,11.0,11,Finished,0 days 00:00:37.128000
